Spearman_Cor,Pearson_Cor,RSD_PAPH,norm_diff_PA_PH_median,Label
1,0.997681244,0.010862199,0.034062496,1
1,0.99991907,0.013593832,0.040550703,1
0.535714286,0.789897277,0.145877298,0.432048754,0
0.785714286,0.867362794,0.24866784,0.793089813,0
0.857142857,0.972856451,0.164132976,0.460147952,0
0.821428571,0.849971432,0.306947568,0.900912631,0
0.821428571,0.981704496,0.200013519,0.564951739,0
1,0.999707215,0.051171739,0.122159524,0
0.821428571,0.843557979,0.467550992,1.483984955,0
0.464285714,0.187513939,0.682676588,2.393282378,0
0.892857143,0.952212456,0.28924734,0.806975504,0
0.964285714,0.931599349,0.26096311,0.776024411,0
1,0.998796815,0.044736135,0.129172319,1
1,0.999800268,0.039229321,0.11600214,1
0.892857143,0.950598238,0.049016913,0.130736834,1
0.642857143,0.64137214,0.067162756,0.176427925,1
1,0.993748715,0.023519155,0.069256473,1
1,0.998097411,0.050271318,0.134628151,1
0.928571429,0.92080555,0.04315005,0.131123242,1
0.75,0.707581182,0.149533781,0.407729822,0
0.892857143,0.967600245,0.049794443,0.142445505,1
0.607142857,0.737285431,0.149855642,0.42534013,0
1,0.99829686,0.013328275,0.037910495,1
1,0.996139905,0.032137847,0.093107883,1
0.678571429,0.646380625,0.682338524,1.572257893,0
0.321428571,0.406346017,0.638762843,1.736454241,0
1,0.977860482,0.288105997,0.855654609,0
0.607142857,0.915037508,0.359095308,1.238135302,0
0.607142857,0.606663649,0.599677493,1.647863847,0
0.892857143,0.96081823,0.666178027,1.721868926,0
1,0.99159892,0.183614611,0.546130078,0
0.357142857,0.34889664,0.579548791,2.1276129,0
1,0.977134036,0.181187221,0.515799044,0
0.964285714,0.962168346,0.315969435,0.862412171,0
0.964285714,0.996991763,0.025076123,0.074744707,1
0.964285714,0.956600656,0.061144323,0.182011324,1
0.928571429,0.96497277,0.109430673,0.259605533,1
0.642857143,0.859347833,0.210640915,0.528459193,0
1,0.999731984,0.024220526,0.063414296,1
1,0.999925053,0.034094219,0.102498326,1
1,0.971045433,0.149106765,0.438235996,0
1,0.990573341,0.112559196,0.272840347,0
0.928571429,0.908531838,0.605961629,1.553667417,0
0.857142857,0.867609609,0.309643411,0.685679709,0
0.964285714,0.996468077,0.037881647,0.095208471,1
0.964285714,0.991155002,0.039061709,0.107052703,1
0.857142857,0.878052453,0.09394668,0.240676233,1
0.964285714,0.967907165,0.06859228,0.212543927,1
1,0.999619708,0.017492051,0.047750384,1
0.892857143,0.997960918,0.051105736,0.141369425,1
0.964285714,0.995296428,0.019026817,0.048760775,1
1,0.996965258,0.031938197,0.089939404,1
0.857142857,0.890241337,0.287442666,0.924691071,0
0.928571429,0.966536871,0.379324486,1.089035462,0
1,0.999387592,0.055875561,0.158198839,1
1,0.999511296,0.045434616,0.126928862,1
0.892857143,0.971937263,0.052844948,0.16183935,1
0.285714286,0.102488456,0.069551583,0.197209283,1
1,0.999736486,0.039545194,0.113161281,1
1,0.999886602,0.03640042,0.1070215,1
0.892857143,0.949979841,0.038006491,0.094618237,1
0.821428571,0.877382514,0.096532994,0.287179238,1
1,0.99740049,0.018750517,0.052081744,1
1,0.99523821,0.082169132,0.265268996,1
0.928571429,0.879676359,0.071933835,0.189159095,1
0.964285714,0.99433718,0.034837531,0.114970893,1
1,0.997044129,0.066996516,0.21218932,1
0.964285714,0.985202081,0.05818764,0.165972664,1
1,0.992293733,0.090277031,0.253338812,0
1,0.962690216,0.428128261,1.336833026,0
1,0.995313127,0.06731673,0.195914362,1
0.964285714,0.992324101,0.080883441,0.198000368,1
0.642857143,0.39331962,0.576599034,1.842714031,0
0.464285714,0.806395781,0.295606827,0.639413971,0
0.964285714,0.996928633,0.089082383,0.227811217,0
1,0.998567196,0.033308912,0.084142249,0
1,0.995424437,0.024411808,0.070630178,0
1,0.992212771,0.034459533,0.09670342,0
0.857142857,0.951996291,0.059292276,0.18521617,1
0.535714286,0.481705819,0.065822315,0.172745673,1
0.892857143,0.992614092,0.329309896,0.885467511,0
-0.288299988,0.077907798,0.067702423,0.204147047,1
1,0.997561609,0.023037003,0.069125053,1
0.892857143,0.998370451,0.050534169,0.133480474,1
0.928571429,0.967594244,0.02610628,0.070345258,1
1,0.999310701,0.045736078,0.128051082,1
0.428571429,0.507261677,0.42043966,1.358612662,0
0.892857143,0.996068624,0.285662603,0.580151741,0
1,0.988194136,0.296392777,0.815298111,0
0.821428571,0.949382912,0.054590728,0.123762807,1
0.964285714,0.96082434,0.0211957,0.065049785,1
0.964285714,0.986648455,0.044417128,0.121246083,1
0.607142857,0.659511,0.110332084,0.336547081,1
0,0.122532405,0.158477182,0.485353503,0
1,0.993184626,0.022504614,0.07227264,1
1,0.9918209,0.030201407,0.085037031,1
0.964285714,0.969941332,0.401008821,1.058333406,0
1,0.976520492,0.270676532,0.560587584,0
0.535714286,0.55744725,0.158263802,0.392078716,0
0.857142857,0.929682946,0.251545508,0.734851165,0
0.964285714,0.989064181,0.389619116,0.978236778,0
0.964285714,0.977584512,0.332400972,0.892910862,0
1,0.987983708,0.84196254,4.981682796,0
0.964285714,0.981322655,0.521722422,1.117493886,0
0.964285714,0.751928538,0.635366525,2.220702492,0
0.964285714,0.925120847,0.620069517,2.159386273,0
1,0.995825208,0.341402191,0.811705161,0
0.964285714,0.998716855,0.163037424,0.384744616,0
1,0.999512794,0.027653944,0.070362558,1
0.964285714,0.999941311,0.039814493,0.109012662,1
0.892857143,0.940187187,0.325765218,1.157428874,0
0.857142857,0.991378115,0.169317522,0.443071705,0
0.964285714,0.978765012,0.218209933,0.619007192,0
0.464285714,0.590719993,0.289425805,0.556721123,0
0.678571429,0.76487368,0.087503176,0.230563739,1
0.607142857,0.443061558,0.193373465,0.543813509,0
1,0.984173485,0.201253638,0.525128346,0
0.714285714,0.813232096,0.363828497,1.044628923,0
1,0.997442719,0.608063,2.073259431,0
1,0.991977261,0.663896217,2.431097544,0
1,0.993313085,0.03490001,0.111282021,1
1,0.999548114,0.023888444,0.071364521,1
0.785714286,0.753742123,0.295611155,0.829267331,0
0.678571429,0.921508069,0.20052543,0.594439381,0
1,0.9992171,0.029255362,0.094598886,0
1,0.998950301,0.067976449,0.199630131,0
-0.285714286,-0.336241016,0.387716478,1.070852295,0
1,0.973707426,0.638329176,0.898477882,0
0.892857143,0.584631119,0.670037802,2.528965405,0
0.392857143,0.419457845,0.554505097,1.868804573,0
0.857142857,0.96668704,0.495352213,0.777859606,0
1,0.967642811,0.392966215,0.750940355,0
0.964285714,0.992137067,0.268135786,0.728138972,0
0.607142857,0.747146014,0.082001618,0.214996726,1
1,0.998248564,0.050887548,0.143518556,1
0.964285714,0.998300126,0.063276978,0.175635524,1
1,0.999768029,0.093401582,0.235875598,0
1,0.999946412,0.08235816,0.236550707,0
